Product Name,Brand,Skin Concern,Severity,Ingredients,Product Type,Skin Type,Price,Customer Rating,Reviews,Availability,Feature_Blob
Style Exfoliator,Innisfree,"Blackheads, Whiteheads",High,Benzoyl Peroxide  Vitamin C  Lactic Acid,Toner,"sensitive, normal, dry",2043.72,4.2,3492,"Nykaa, Dermstore, Ulta","Blackheads, Whiteheads High Benzoyl Peroxide  Vitamin C  Lactic Acid Toner"
But Moisturizer,Neutrogena,"Nodules, Papules, Whiteheads",High,Retinol  Zinc PCA  Vitamin C,Cleanser,"combination, oily, dry",1386.63,3.6,1262,"Nykaa, Sephora, Dermstore","Nodules, Papules, Whiteheads High Retinol  Zinc PCA  Vitamin C Cleanser"
Them Toner,Eucerin,"Dark Spot, Pustules, Whiteheads",Medium,Glycolic Acid  Lactic Acid  Retinol,Cleanser,"normal, dry, sensitive",1848.36,3.8,4798,"Amazon, Sephora, Dermstore","Dark Spot, Pustules, Whiteheads Medium Glycolic Acid  Lactic Acid  Retinol Cleanser"
Minute Toner,Neutrogena,"Blackheads, Papules, Pustules",Medium,Hyaluronic Acid  Benzoyl Peroxide  Retinol,Moisturizer,"sensitive, dry, combination",2290.71,4.4,691,Nykaa,"Blackheads, Papules, Pustules Medium Hyaluronic Acid  Benzoyl Peroxide  Retinol Moisturizer"
Single Moisturizer,CeraVe,"Blackheads, Whiteheads",Low,Salicylic Acid  Zinc PCA  Glycolic Acid,Cleanser,"oily, dry, normal",2151.28,4.3,4792,"Nykaa, Dermstore, Amazon","Blackheads, Whiteheads Low Salicylic Acid  Zinc PCA  Glycolic Acid Cleanser"
Set Moisturizer,Eucerin,"Blackheads, Dark Spot, Whiteheads",High,Hyaluronic Acid  Retinol  Glycolic Acid,Moisturizer,"dry, oily",601.23,4.9,4514,Dermstore,"Blackheads, Dark Spot, Whiteheads High Hyaluronic Acid  Retinol  Glycolic Acid Moisturizer"
Economic Moisturizer,La Roche-Posay,"Dark Spot, Nodules, Pustules",Medium,Hyaluronic Acid  Niacinamide  Hyaluronic Acid,Moisturizer,"normal, dry, combination",2521.91,4.0,1769,"Sephora, Nykaa","Dark Spot, Nodules, Pustules Medium Hyaluronic Acid  Niacinamide  Hyaluronic Acid Moisturizer"
Camera Moisturizer,La Roche-Posay,"Dark Spot, Nodules, Pustules",High,Centella Asiatica  Salicylic Acid  Hyaluronic Acid,Spot Treatment,"dry, sensitive, oily",2282.92,4.2,3059,"Dermstore, Nykaa, Sephora","Dark Spot, Nodules, Pustules High Centella Asiatica  Salicylic Acid  Hyaluronic Acid Spot Treatment"
Voice Cleanser,Cetaphil,"Blackheads, Pustules",High,Vitamin C  Centella Asiatica  Azelaic Acid,Serum,"normal, oily, combination",2313.47,3.8,1091,"Sephora, Dermstore","Blackheads, Pustules High Vitamin C  Centella Asiatica  Azelaic Acid Serum"
Down Toner,Neutrogena,"Blackheads, Whiteheads",Medium,Glycolic Acid  Tea Tree Oil  Lactic Acid,Moisturizer,"sensitive, combination, normal",455.98,4.5,3035,"Sephora, Ulta, Official Website","Blackheads, Whiteheads Medium Glycolic Acid  Tea Tree Oil  Lactic Acid Moisturizer"
Tv Cleanser,Bioderma,"Nodules, Papules, Pustules",Low,Zinc PCA  Salicylic Acid  Hyaluronic Acid,Exfoliator,"sensitive, dry",1146.36,3.9,3015,"Sephora, Amazon, Dermstore","Nodules, Papules, Pustules Low Zinc PCA  Salicylic Acid  Hyaluronic Acid Exfoliator"
So Toner,Clinique,"Blackheads, Nodules, Whiteheads",High,Benzoyl Peroxide  Glycolic Acid  Benzoyl Peroxide,Cleanser,"combination, dry, oily",2220.47,4.6,3496,"Ulta, Dermstore, Sephora","Blackheads, Nodules, Whiteheads High Benzoyl Peroxide  Glycolic Acid  Benzoyl Peroxide Cleanser"
Let Moisturizer,Paula's Choice,"Dark Spot, Whiteheads",High,Benzoyl Peroxide  Glycolic Acid  Azelaic Acid,Cleanser,"sensitive, dry, normal",988.02,3.6,4510,"Amazon, Nykaa, Official Website","Dark Spot, Whiteheads High Benzoyl Peroxide  Glycolic Acid  Azelaic Acid Cleanser"
Guy Exfoliator,Innisfree,"Dark Spot, Papules, Pustules",Medium,Hyaluronic Acid  Benzoyl Peroxide  Centella Asiatica,Moisturizer,"dry, sensitive, oily",1402.06,3.8,3482,"Official Website, Ulta, Dermstore","Dark Spot, Papules, Pustules Medium Hyaluronic Acid  Benzoyl Peroxide  Centella Asiatica Moisturizer"
Poor Moisturizer,La Roche-Posay,"Dark Spot, Papules",Medium,Azelaic Acid  Azelaic Acid  Hyaluronic Acid,Cleanser,"dry, normal",1375.57,4.8,2792,"Sephora, Nykaa, Dermstore","Dark Spot, Papules Medium Azelaic Acid  Azelaic Acid  Hyaluronic Acid Cleanser"
Half Treatment,Eucerin,"Blackheads, Dark Spot, Nodules",High,Glycolic Acid  Zinc PCA  Niacinamide,Exfoliator,"sensitive, oily",514.44,4.4,3786,"Ulta, Dermstore","Blackheads, Dark Spot, Nodules High Glycolic Acid  Zinc PCA  Niacinamide Exfoliator"
Give Toner,Eucerin,"Nodules, Papules, Whiteheads",High,Retinol  Salicylic Acid  Retinol,Spot Treatment,"normal, oily",1409.29,3.5,3090,"Ulta, Nykaa, Sephora","Nodules, Papules, Whiteheads High Retinol  Salicylic Acid  Retinol Spot Treatment"
Up Toner,Eucerin,"Blackheads, Nodules, Pustules",Medium,Retinol  Hyaluronic Acid  Centella Asiatica,Spot Treatment,"sensitive, dry, normal",1662.46,4.6,2650,"Sephora, Nykaa, Dermstore","Blackheads, Nodules, Pustules Medium Retinol  Hyaluronic Acid  Centella Asiatica Spot Treatment"
About Serum,Eucerin,"Dark Spot, Pustules, Whiteheads",High,Azelaic Acid  Benzoyl Peroxide  Salicylic Acid,Exfoliator,"oily, sensitive, combination",2605.32,3.8,2856,"Ulta, Official Website, Dermstore","Dark Spot, Pustules, Whiteheads High Azelaic Acid  Benzoyl Peroxide  Salicylic Acid Exfoliator"
Long Treatment,CeraVe,"Dark Spot, Nodules, Pustules",Medium,Glycolic Acid  Tea Tree Oil  Vitamin C,Moisturizer,"normal, combination, dry",2938.8,4.0,3345,"Official Website, Dermstore, Nykaa","Dark Spot, Nodules, Pustules Medium Glycolic Acid  Tea Tree Oil  Vitamin C Moisturizer"
Pick Toner,Eucerin,"Dark Spot, Nodules, Pustules",Medium,Tea Tree Oil  Vitamin C  Retinol,Exfoliator,"sensitive, dry, normal",2389.36,5.0,609,"Official Website, Dermstore, Sephora","Dark Spot, Nodules, Pustules Medium Tea Tree Oil  Vitamin C  Retinol Exfoliator"
Easy Moisturizer,The Ordinary,"Blackheads, Papules, Pustules",Low,Salicylic Acid  Centella Asiatica  Glycolic Acid,Toner,"oily, sensitive, normal",2253.3,3.5,4390,"Amazon, Ulta, Nykaa","Blackheads, Papules, Pustules Low Salicylic Acid  Centella Asiatica  Glycolic Acid Toner"
Place Exfoliator,CeraVe,"Dark Spot, Pustules, Whiteheads",Low,Tea Tree Oil  Vitamin C  Lactic Acid,Moisturizer,normal,1406.26,4.0,583,"Sephora, Amazon","Dark Spot, Pustules, Whiteheads Low Tea Tree Oil  Vitamin C  Lactic Acid Moisturizer"
Mouth Cleanser,Innisfree,"Blackheads, Nodules, Pustules",High,Salicylic Acid  Lactic Acid  Hyaluronic Acid,Serum,"normal, combination",909.14,4.5,1502,"Ulta, Nykaa, Amazon","Blackheads, Nodules, Pustules High Salicylic Acid  Lactic Acid  Hyaluronic Acid Serum"
Seek Treatment,La Roche-Posay,"Blackheads, Dark Spot, Pustules",Medium,Vitamin C  Centella Asiatica  Salicylic Acid,Spot Treatment,"dry, combination, sensitive",1206.35,3.8,4264,"Sephora, Nykaa","Blackheads, Dark Spot, Pustules Medium Vitamin C  Centella Asiatica  Salicylic Acid Spot Treatment"
Surface Moisturizer,La Roche-Posay,"Dark Spot, Papules",Low,Glycolic Acid  Retinol  Niacinamide,Moisturizer,"oily, sensitive, combination",1661.27,4.1,902,"Official Website, Sephora","Dark Spot, Papules Low Glycolic Acid  Retinol  Niacinamide Moisturizer"
Federal Exfoliator,Eucerin,"Blackheads, Papules",High,Benzoyl Peroxide  Zinc PCA  Hyaluronic Acid,Spot Treatment,"dry, oily, sensitive",1220.44,4.1,3590,"Amazon, Sephora, Nykaa","Blackheads, Papules High Benzoyl Peroxide  Zinc PCA  Hyaluronic Acid Spot Treatment"
Order Treatment,CeraVe,"Blackheads, Dark Spot, Pustules",Medium,Zinc PCA  Retinol  Glycolic Acid,Serum,"oily, combination, dry",1479.98,5.0,2805,"Nykaa, Ulta, Amazon","Blackheads, Dark Spot, Pustules Medium Zinc PCA  Retinol  Glycolic Acid Serum"
Thing Cleanser,Innisfree,"Dark Spot, Papules, Whiteheads",High,Centella Asiatica  Niacinamide  Tea Tree Oil,Toner,"oily, normal",1185.08,5.0,4669,"Dermstore, Official Website","Dark Spot, Papules, Whiteheads High Centella Asiatica  Niacinamide  Tea Tree Oil Toner"
Sell Cleanser,CeraVe,"Blackheads, Nodules, Whiteheads",Medium,Hyaluronic Acid  Salicylic Acid  Niacinamide,Spot Treatment,"oily, sensitive",546.39,4.6,714,"Sephora, Amazon, Official Website","Blackheads, Nodules, Whiteheads Medium Hyaluronic Acid  Salicylic Acid  Niacinamide Spot Treatment"
Rest Serum,Innisfree,"Dark Spot, Nodules",Low,Zinc PCA  Niacinamide  Retinol,Exfoliator,"sensitive, dry, normal",2908.27,4.7,521,Nykaa,"Dark Spot, Nodules Low Zinc PCA  Niacinamide  Retinol Exfoliator"
Ball Cleanser,Clinique,"Nodules, Papules, Pustules",Medium,Lactic Acid  Centella Asiatica  Niacinamide,Exfoliator,"oily, normal, dry",2373.8,4.8,889,"Dermstore, Official Website, Nykaa","Nodules, Papules, Pustules Medium Lactic Acid  Centella Asiatica  Niacinamide Exfoliator"
Late Treatment,Neutrogena,"Dark Spot, Pustules",High,Salicylic Acid  Tea Tree Oil  Salicylic Acid,Serum,"normal, oily, dry",2326.12,4.2,2047,"Dermstore, Ulta","Dark Spot, Pustules High Salicylic Acid  Tea Tree Oil  Salicylic Acid Serum"
Discuss Treatment,Clinique,"Blackheads, Dark Spot, Pustules",High,Lactic Acid  Retinol  Niacinamide,Spot Treatment,"sensitive, oily, combination",1977.76,4.1,1762,"Dermstore, Ulta, Sephora","Blackheads, Dark Spot, Pustules High Lactic Acid  Retinol  Niacinamide Spot Treatment"
Stage Treatment,Cetaphil,"Dark Spot, Pustules",Medium,Benzoyl Peroxide  Centella Asiatica  Glycolic Acid,Exfoliator,"normal, combination",1631.01,4.6,294,"Official Website, Nykaa","Dark Spot, Pustules Medium Benzoyl Peroxide  Centella Asiatica  Glycolic Acid Exfoliator"
Laugh Treatment,Cetaphil,"Nodules, Papules, Whiteheads",Low,Azelaic Acid  Salicylic Acid  Azelaic Acid,Serum,"sensitive, dry, normal",846.26,3.8,4770,"Nykaa, Ulta, Amazon","Nodules, Papules, Whiteheads Low Azelaic Acid  Salicylic Acid  Azelaic Acid Serum"
Bad Cleanser,The Ordinary,"Nodules, Pustules, Whiteheads",Medium,Azelaic Acid  Tea Tree Oil  Benzoyl Peroxide,Toner,"oily, combination, dry",1064.13,4.3,1192,"Amazon, Dermstore, Official Website","Nodules, Pustules, Whiteheads Medium Azelaic Acid  Tea Tree Oil  Benzoyl Peroxide Toner"
Free Treatment,Eucerin,"Dark Spot, Nodules, Papules",High,Lactic Acid  Centella Asiatica  Hyaluronic Acid,Moisturizer,combination,1398.92,4.8,252,"Nykaa, Ulta, Dermstore","Dark Spot, Nodules, Papules High Lactic Acid  Centella Asiatica  Hyaluronic Acid Moisturizer"
Evidence Cleanser,La Roche-Posay,"Blackheads, Whiteheads",Low,Benzoyl Peroxide  Retinol  Salicylic Acid,Spot Treatment,"sensitive, dry, combination",1210.84,5.0,3426,"Sephora, Dermstore, Nykaa","Blackheads, Whiteheads Low Benzoyl Peroxide  Retinol  Salicylic Acid Spot Treatment"
Authority Treatment,Cetaphil,"Dark Spot, Whiteheads",Medium,Retinol  Glycolic Acid  Glycolic Acid,Spot Treatment,"oily, normal, dry",825.48,4.4,4401,"Nykaa, Dermstore, Ulta","Dark Spot, Whiteheads Medium Retinol  Glycolic Acid  Glycolic Acid Spot Treatment"
Sister Toner,Neutrogena,"Nodules, Pustules",High,Glycolic Acid  Salicylic Acid  Tea Tree Oil,Exfoliator,"dry, combination, sensitive",1819.03,3.7,4244,"Sephora, Nykaa, Amazon","Nodules, Pustules High Glycolic Acid  Salicylic Acid  Tea Tree Oil Exfoliator"
World Treatment,The Ordinary,"Blackheads, Dark Spot, Pustules",High,Glycolic Acid  Centella Asiatica  Benzoyl Peroxide,Moisturizer,"normal, dry, combination",920.16,3.6,3712,"Ulta, Official Website, Amazon","Blackheads, Dark Spot, Pustules High Glycolic Acid  Centella Asiatica  Benzoyl Peroxide Moisturizer"
And Toner,CeraVe,"Dark Spot, Papules, Pustules",Medium,Niacinamide  Vitamin C  Centella Asiatica,Spot Treatment,"combination, normal, dry",1953.63,4.3,3475,"Sephora, Nykaa, Amazon","Dark Spot, Papules, Pustules Medium Niacinamide  Vitamin C  Centella Asiatica Spot Treatment"
Hotel Cleanser,Clinique,"Blackheads, Papules, Pustules",High,Vitamin C  Vitamin C  Lactic Acid,Spot Treatment,"oily, combination, dry",346.25,4.3,3011,"Sephora, Official Website, Dermstore","Blackheads, Papules, Pustules High Vitamin C  Vitamin C  Lactic Acid Spot Treatment"
Put Toner,La Roche-Posay,"Papules, Whiteheads",Low,Lactic Acid  Tea Tree Oil  Hyaluronic Acid,Toner,oily,781.05,3.6,2250,"Amazon, Dermstore","Papules, Whiteheads Low Lactic Acid  Tea Tree Oil  Hyaluronic Acid Toner"
Respond Toner,Innisfree,"Blackheads, Nodules, Papules",Medium,Azelaic Acid  Glycolic Acid  Retinol,Moisturizer,"oily, normal, dry",981.18,4.8,4515,"Official Website, Dermstore, Amazon","Blackheads, Nodules, Papules Medium Azelaic Acid  Glycolic Acid  Retinol Moisturizer"
Play Moisturizer,Cetaphil,"Dark Spot, Nodules, Papules",High,Niacinamide  Lactic Acid  Zinc PCA,Exfoliator,"combination, dry, oily",353.53,4.3,2868,"Amazon, Nykaa, Dermstore","Dark Spot, Nodules, Papules High Niacinamide  Lactic Acid  Zinc PCA Exfoliator"
Whatever Moisturizer,Neutrogena,"Blackheads, Nodules, Papules",Medium,Tea Tree Oil  Lactic Acid  Benzoyl Peroxide,Exfoliator,"oily, sensitive, normal",691.48,4.3,3256,"Ulta, Amazon, Nykaa","Blackheads, Nodules, Papules Medium Tea Tree Oil  Lactic Acid  Benzoyl Peroxide Exfoliator"
Too Treatment,Paula's Choice,"Nodules, Papules, Whiteheads",Low,Niacinamide  Retinol  Salicylic Acid,Toner,"oily, sensitive, combination",1245.02,4.6,2970,"Ulta, Official Website","Nodules, Papules, Whiteheads Low Niacinamide  Retinol  Salicylic Acid Toner"
Growth Exfoliator,La Roche-Posay,"Nodules, Pustules",Medium,Azelaic Acid  Benzoyl Peroxide  Hyaluronic Acid,Spot Treatment,"combination, oily, sensitive",737.18,4.5,761,"Nykaa, Dermstore, Amazon","Nodules, Pustules Medium Azelaic Acid  Benzoyl Peroxide  Hyaluronic Acid Spot Treatment"
Maybe Treatment,CeraVe,"Blackheads, Whiteheads",Medium,Retinol  Lactic Acid  Centella Asiatica,Cleanser,"combination, normal, dry",1013.76,5.0,1012,"Amazon, Sephora, Dermstore","Blackheads, Whiteheads Medium Retinol  Lactic Acid  Centella Asiatica Cleanser"
Fill Serum,The Ordinary,"Dark Spot, Whiteheads",High,Azelaic Acid  Benzoyl Peroxide  Retinol,Exfoliator,"sensitive, dry, combination",1949.56,3.6,1550,"Nykaa, Ulta, Dermstore","Dark Spot, Whiteheads High Azelaic Acid  Benzoyl Peroxide  Retinol Exfoliator"
Music Moisturizer,Bioderma,"Blackheads, Papules, Whiteheads",High,Retinol  Niacinamide  Lactic Acid,Exfoliator,"oily, normal",2373.03,4.2,4470,"Amazon, Official Website, Nykaa","Blackheads, Papules, Whiteheads High Retinol  Niacinamide  Lactic Acid Exfoliator"
Over Moisturizer,Cetaphil,"Blackheads, Dark Spot",High,Lactic Acid  Centella Asiatica  Retinol,Toner,"dry, normal, oily",2420.43,3.9,555,"Amazon, Nykaa, Official Website","Blackheads, Dark Spot High Lactic Acid  Centella Asiatica  Retinol Toner"
College Cleanser,Innisfree,"Dark Spot, Papules, Pustules",Low,Glycolic Acid  Centella Asiatica  Zinc PCA,Moisturizer,"dry, normal, combination",2555.92,4.8,368,"Ulta, Official Website, Amazon","Dark Spot, Papules, Pustules Low Glycolic Acid  Centella Asiatica  Zinc PCA Moisturizer"
Draw Cleanser,Neutrogena,"Blackheads, Nodules, Papules",Low,Lactic Acid  Zinc PCA  Lactic Acid,Spot Treatment,"dry, oily, combination",2127.95,3.7,1784,"Ulta, Amazon, Sephora","Blackheads, Nodules, Papules Low Lactic Acid  Zinc PCA  Lactic Acid Spot Treatment"
Seek Treatment,Cetaphil,"Blackheads, Pustules, Whiteheads",High,Glycolic Acid  Hyaluronic Acid  Centella Asiatica,Toner,"dry, oily, combination",1332.54,4.8,4243,"Official Website, Dermstore","Blackheads, Pustules, Whiteheads High Glycolic Acid  Hyaluronic Acid  Centella Asiatica Toner"
Lot Moisturizer,Clinique,"Dark Spot, Papules, Pustules",Low,Niacinamide  Retinol  Niacinamide,Cleanser,"normal, oily, dry",1232.7,4.0,2394,"Nykaa, Sephora, Dermstore","Dark Spot, Papules, Pustules Low Niacinamide  Retinol  Niacinamide Cleanser"
Quality Moisturizer,Cetaphil,"Blackheads, Dark Spot, Whiteheads",High,Tea Tree Oil  Glycolic Acid  Lactic Acid,Serum,"normal, combination",2668.2,4.1,2528,"Amazon, Dermstore, Official Website","Blackheads, Dark Spot, Whiteheads High Tea Tree Oil  Glycolic Acid  Lactic Acid Serum"
Bad Treatment,Neutrogena,"Dark Spot, Nodules",High,Lactic Acid  Hyaluronic Acid  Lactic Acid,Serum,"combination, oily, normal",1725.6,4.9,1696,"Sephora, Official Website","Dark Spot, Nodules High Lactic Acid  Hyaluronic Acid  Lactic Acid Serum"
Local Cleanser,Paula's Choice,"Pustules, Whiteheads",Medium,Salicylic Acid  Glycolic Acid  Retinol,Exfoliator,"dry, oily",1622.09,4.9,3516,"Ulta, Dermstore, Official Website","Pustules, Whiteheads Medium Salicylic Acid  Glycolic Acid  Retinol Exfoliator"
Pressure Cleanser,Cetaphil,"Dark Spot, Papules, Pustules",Medium,Glycolic Acid  Hyaluronic Acid  Salicylic Acid,Cleanser,"normal, sensitive, oily",799.19,4.0,1910,"Amazon, Dermstore, Ulta","Dark Spot, Papules, Pustules Medium Glycolic Acid  Hyaluronic Acid  Salicylic Acid Cleanser"
Last Exfoliator,Neutrogena,"Blackheads, Dark Spot, Whiteheads",Medium,Salicylic Acid  Salicylic Acid  Zinc PCA,Spot Treatment,"normal, dry",1066.61,4.6,545,"Official Website, Ulta, Sephora","Blackheads, Dark Spot, Whiteheads Medium Salicylic Acid  Salicylic Acid  Zinc PCA Spot Treatment"
Sense Moisturizer,Bioderma,"Blackheads, Dark Spot, Whiteheads",Low,Azelaic Acid  Lactic Acid  Azelaic Acid,Exfoliator,"combination, oily, dry",2292.98,4.2,4346,"Dermstore, Sephora, Official Website","Blackheads, Dark Spot, Whiteheads Low Azelaic Acid  Lactic Acid  Azelaic Acid Exfoliator"
Approach Moisturizer,Innisfree,"Blackheads, Papules",Low,Azelaic Acid  Lactic Acid  Retinol,Toner,"oily, combination",2617.96,3.6,3354,Amazon,"Blackheads, Papules Low Azelaic Acid  Lactic Acid  Retinol Toner"
Leave Serum,Clinique,"Dark Spot, Nodules, Whiteheads",Medium,Lactic Acid  Benzoyl Peroxide  Centella Asiatica,Serum,"oily, normal, combination",2739.85,4.4,2245,"Ulta, Amazon, Official Website","Dark Spot, Nodules, Whiteheads Medium Lactic Acid  Benzoyl Peroxide  Centella Asiatica Serum"
Ever Serum,Neutrogena,"Papules, Pustules, Whiteheads",Low,Salicylic Acid  Niacinamide  Salicylic Acid,Moisturizer,"sensitive, normal, dry",1438.85,4.2,2264,"Amazon, Official Website, Dermstore","Papules, Pustules, Whiteheads Low Salicylic Acid  Niacinamide  Salicylic Acid Moisturizer"
Democrat Moisturizer,CeraVe,Pustules,Low,Zinc PCA  Zinc PCA  Salicylic Acid,Serum,"sensitive, normal, dry",2263.37,4.6,1648,"Amazon, Nykaa, Official Website",Pustules Low Zinc PCA  Zinc PCA  Salicylic Acid Serum
Speak Toner,Eucerin,"Blackheads, Pustules, Whiteheads",Low,Zinc PCA  Hyaluronic Acid  Azelaic Acid,Exfoliator,"combination, normal, sensitive",1807.51,3.6,2838,"Dermstore, Sephora, Nykaa","Blackheads, Pustules, Whiteheads Low Zinc PCA  Hyaluronic Acid  Azelaic Acid Exfoliator"
Career Serum,Cetaphil,"Nodules, Pustules, Whiteheads",Medium,Tea Tree Oil  Glycolic Acid  Lactic Acid,Serum,"normal, oily, dry",1786.58,4.5,4279,"Sephora, Amazon","Nodules, Pustules, Whiteheads Medium Tea Tree Oil  Glycolic Acid  Lactic Acid Serum"
Reveal Treatment,La Roche-Posay,"Blackheads, Papules, Whiteheads",Low,Vitamin C  Hyaluronic Acid  Hyaluronic Acid,Spot Treatment,"combination, sensitive",639.94,3.8,2578,"Ulta, Amazon","Blackheads, Papules, Whiteheads Low Vitamin C  Hyaluronic Acid  Hyaluronic Acid Spot Treatment"
Cultural Exfoliator,Innisfree,"Dark Spot, Papules, Whiteheads",High,Lactic Acid  Glycolic Acid  Zinc PCA,Serum,"sensitive, combination, normal",2610.59,4.9,1337,"Official Website, Sephora, Dermstore","Dark Spot, Papules, Whiteheads High Lactic Acid  Glycolic Acid  Zinc PCA Serum"
Serve Treatment,Cetaphil,"Dark Spot, Papules, Pustules",Medium,Glycolic Acid  Salicylic Acid  Hyaluronic Acid,Exfoliator,"oily, dry",350.48,4.0,2089,"Official Website, Nykaa","Dark Spot, Papules, Pustules Medium Glycolic Acid  Salicylic Acid  Hyaluronic Acid Exfoliator"
Attention Cleanser,Bioderma,"Papules, Pustules, Whiteheads",Medium,Glycolic Acid  Zinc PCA  Zinc PCA,Exfoliator,"dry, normal, oily",2837.07,4.6,4244,"Sephora, Ulta, Dermstore","Papules, Pustules, Whiteheads Medium Glycolic Acid  Zinc PCA  Zinc PCA Exfoliator"
Network Moisturizer,La Roche-Posay,"Blackheads, Dark Spot, Papules",High,Hyaluronic Acid  Retinol  Benzoyl Peroxide,Spot Treatment,"normal, dry, oily",1026.22,4.1,290,"Official Website, Nykaa, Amazon","Blackheads, Dark Spot, Papules High Hyaluronic Acid  Retinol  Benzoyl Peroxide Spot Treatment"
Knowledge Cleanser,The Ordinary,"Dark Spot, Pustules",Low,Zinc PCA  Retinol  Tea Tree Oil,Toner,"oily, sensitive",1502.84,3.8,1341,"Nykaa, Ulta, Amazon","Dark Spot, Pustules Low Zinc PCA  Retinol  Tea Tree Oil Toner"
Three Serum,Bioderma,Pustules,Medium,Tea Tree Oil  Benzoyl Peroxide  Glycolic Acid,Serum,"oily, sensitive, normal",2337.47,4.5,2194,"Official Website, Nykaa, Ulta",Pustules Medium Tea Tree Oil  Benzoyl Peroxide  Glycolic Acid Serum
About Treatment,CeraVe,"Blackheads, Dark Spot, Nodules",Medium,Vitamin C  Hyaluronic Acid  Tea Tree Oil,Serum,oily,1200.32,4.5,3750,"Nykaa, Official Website","Blackheads, Dark Spot, Nodules Medium Vitamin C  Hyaluronic Acid  Tea Tree Oil Serum"
